title	artist	nov	adv	exh	mxm	genre	unlockRaw	indexjk	jknov	jkadv	jkexh	jkmxm
PUNISHER	TAG×PON	4	10	16		bemani		G8hcs-BxBmgdBSDfuKd0MA	G8hcs-BxBmgdBSDfuKd0MA	d58uDyHLUYpjLj95pCf_dA	YnpD51sNrSsMZBHVfKrDPw	
マインド・ゲーム	96 with メカショッチョー	4	9	14		bemani		90xlHtjKz-HxGBxblQYPKQ	90xlHtjKz-HxGBxblQYPKQ	hFH-E1zW9bR5amLAizgymw	NoRYBF9sUVwZFy-CgSRNBQ	
Erlung	削除	4	10	14	17	floor		002PyDEqVVjVUEzeixEoNA	002PyDEqVVjVUEzeixEoNA	Gz_yr2Tye87UloSnG9YiWA	Qs5eSiKgT3XATvL4Z-kn7A	BecY7fGsinDmEDy_Y2DUTw
choux à la crème	kamome sano	5	11	16	17	floor		grnN5MSabKgmN7jUVWfyNw	grnN5MSabKgmN7jUVWfyNw	uf5oy_WvfzCDKNAGkutczQ	o3Km6plCfWSUa10NjwSdxw	GceRjmm7k49WymM__VOVbA
take a step forward	uma	3	10	15	17	floor		j3NYnBEjkdBuqzMCXL0vPA	j3NYnBEjkdBuqzMCXL0vPA	1o8-W3AMYAj2vx49eq7k8g	n-8IhETgEdd-zURjtai3hA	Id7Rb1toxvNLkXF9jgwcWw
TrailBlazer	cold kiss	3	9	13	16	floor		X2nz1yV7_W76VLbll7aSEA	X2nz1yV7_W76VLbll7aSEA	yeN4ZmyuY6HS9zP98nRZHA	0UWoTvEK1iXD6m79yHo9wg	4GP9pObNBT-TpRRInf3OMg
Last Battalion	ETIA.	4	10	15	17	floor		ESMIz9LlNXaKUH-925mLJQ	ESMIz9LlNXaKUH-925mLJQ	2r0P_wUAS_Rh3NshkFY_ng	3KZl8cd7FHkWWXkLqkg8IQ	TL7uQddIaBkn6V3KfKt_oQ
クノイチでも恋がしたい(EXIT TUNES)	みきとP feat. 松下	5	10	16		others		kty4Vi2rDxt4xrjV4_uqNA	kty4Vi2rDxt4xrjV4_uqNA	CFaMs7r36RRtG0vrzSr85A	InLq-3bSiqDpjOt2R9ObDg	
shiningray(EXIT TUNES)	164 feat.GUMI	1	8	13		vocaloid		siC4-PVNY3pcsv-ahHPVuQ	siC4-PVNY3pcsv-ahHPVuQ	zhOgSlZKdWm0CkVM4FnR-g	IOFr60Rbj4e2_URDH42olw	
タイムマシン(EXIT TUNES)	1640mP	2	8	13		vocaloid		dFOsw5fbmkCpsv5Q4va9QQ	dFOsw5fbmkCpsv5Q4va9QQ	s3vGncey2FjL-S-XkMSV9w	Uap3zJ5UBGRoBXCbmP5Cwg	
Decretum	Project Mayhem	5	11	17		floor		9tprfTDX02zOFufB_4sYww	9tprfTDX02zOFufB_4sYww	Fjxn44PeFZvp6I1F9egr-g	PPiY-6bTSpb-X3x01PrErQ	
Dignity	Yooh	6	11	16		floor		BZ3h1o17l0ZlbjXbUs8hPA	BZ3h1o17l0ZlbjXbUs8hPA	G32aGPGDZKOzxR53IY9JXQ	ccdvBH3KiMwXaGw_7jcZJA	
ムーニャポヨポヨスッポコニャーゴ	全日本スッポコニャーゴ親衛隊	4	10	17	18	floor		hgpdenCZZH8zrkXT_xFPwA	hgpdenCZZH8zrkXT_xFPwA	TJonO1hisab4rh5TA34nnA	eTpwpR0xM5s8bPTjg7vlvg	0beBwtCkXALFXeJDDUlLDA
We Are The Scarlet (SDVX Edit)	天音 (Rolling Contact)	4	10	15		floor,toho		OK6KI2qcUnRHDpFND1GXgg	OK6KI2qcUnRHDpFND1GXgg	O1i_xOsfcGY9iagQgQh1fQ	o5SF7zcTCO1gKa01wB6SFQ	
Devotion	void (Mournfinale)	3	7	12		floor,toho		8Hl2nPSlimL-Rp5Kndbm3w	8Hl2nPSlimL-Rp5Kndbm3w	W1uJJQf17q0oqXdSBzX31g	bU4tsvtmrfMwe0T-jspeeQ	
ルーネイトエルフ(Riz Mix)	Riz	3	10	14		floor,toho		H_YXSv_eS34x30_N2VFifA	H_YXSv_eS34x30_N2VFifA	Xqtvy1QD3kXBP2-m9oG1EA	q-rd7YApTafS8UrMQH0_Vw	
True Blue	dj TAKA feat.AiMEE	5	11	17		bemani		3zMJy1oSr-NJMzwx3I907A	3zMJy1oSr-NJMzwx3I907A	NZLKmCGYDr_iiZtolfECGw	qu3s1-Z18Cwa4mzkmmxhkg	
Shadows in the Light	Sta	3	9	13		floor		o5U3o_O2ye-2OUeFLLpE9g	o5U3o_O2ye-2OUeFLLpE9g	kP-Al2HX5GXy-wqYSaiDyg	4D1S8doRBbvz89hlEIBI-Q	
Demetel	ETIA.	3	7	12		floor		5Gg7k2n7Ew0djsmWHRuFBg	5Gg7k2n7Ew0djsmWHRuFBg	jcHciJq6Yu5XoF5KwcWZzw	RYDNJT0RE5Zim3jeH6Dw0g	
トラウィスカルパンテクートリ	Noah	5	9	16		floor		AFFglhQQn41tw-hS5COWVA	AFFglhQQn41tw-hS5COWVA	_rQswtV3YjrzrZxFx71Rbg	XAAXZOEzXJkFgzFLExqsAA	
ゆうしゃのなつやすみ	Verdammt	4	9	14		floor		OgiRRFPRMpUXNvoV22vR7Q	OgiRRFPRMpUXNvoV22vR7Q	ibmDKixZAju5IR9y4dRfEQ	kEo9bJByB4xiY04IANDfig	
"Electric ""Sister"" Bitch"	t+pazolite	4	10	16		floor,toho		29ihlHPLLmzvcULQRbzKCA	29ihlHPLLmzvcULQRbzKCA	JrLi8MV4ILG1kcyXowPLyw	0VQ0ouR3rJszizQFOZUOvg	
桜華月想-SDVX EDIT-	源屋 feat. 3L	2	8	12		floor,toho		KqY7095ccBGl-aj7GoLjsQ	KqY7095ccBGl-aj7GoLjsQ	jOopg7BRBlYLos2mMxdltw	HCbDx4AT8pdKFNG0u2EJ9Q	
やばいつよくてあたまいいあたいのうた	Shiron feat. Kuroa*	5	10	15		floor,toho		Ppb6eM9h5OS8xXqvT2reMg	Ppb6eM9h5OS8xXqvT2reMg	VcMfA2jaYdZhdKmcPcC1yw	HJzYNFBN2sukHyGkiPsU3A	
- dirty rouge -	ぺのれり	5	10	15		floor,vocaloid		DKLvM3rdGLPECUPK1SobkA	DKLvM3rdGLPECUPK1SobkA	vqWBcHLX3iaz8SNuF2gpzw	DsFXD1x-LupcsLFgfyp3YQ	
BUBBLE RAVER	P*Light	4	9	15		floor		4Sjzu7Y_PH0oltywRtRVbw	4Sjzu7Y_PH0oltywRtRVbw	WX6nwTOAdB8HQre3C-mv7A	bIsXxVZx5pDOWMiCcTnzRw	
Paradoxy	lapix	4	9	15		floor		Gw4wYPMVcw24EADLfTqAuQ	Gw4wYPMVcw24EADLfTqAuQ	h5-OxcpM6VymJt8bNobq8Q	kmFHX7YVGNnfdiwDN7hhnQ	
Rings of Rainbow	Hommarju	5	10	15		floor		yrBVvrc_hbTap4iLpKlyzQ	yrBVvrc_hbTap4iLpKlyzQ	yNMFIazRWDaySJtP2oKXzw	VfnRLsHfYE0CwzplxNDe-A	
LEMON SUMMER	パイタン	4	10	15		floor		L0hnNVJEdshbUDbRcpMJJw	L0hnNVJEdshbUDbRcpMJJw	oh230HmXoWwbo_TrnVvMTA	oCToAK5MYCqQNSXnWsf6-Q	
赤より紅い夢-Aya2g Tech Dance Remix-	Ayatsugu_Otowa	4	9	16		floor,toho		kzlpDrL8SCXhNMk-4NsrVg	kzlpDrL8SCXhNMk-4NsrVg	6Q8GtZQDtnPoaxr_uCXh3Q	nheBXb8tBbrIr-OrX2lIgQ	
Indomitable Spirit	Tracy feat.ほたる	3	8	13		floor,toho		V8Cv86mto-NpceGc9AoqCw	V8Cv86mto-NpceGc9AoqCw	yUxqFgcp3pOddPMerzKuBA	zzCIEUD3ZOYKeOfmXWyQVQ	
Catadioptric	Jerico	3	7	13		floor,toho		j3F6IZjmoojsmH4MrWRr3A	j3F6IZjmoojsmH4MrWRr3A	jurxn_zqwCjhj1Pg6Nm_Ng	aVKlIattGqnucfOMvP0qEQ	
放課後ストライド(EXIT TUNES)	Last Note.	4	11	16	17	vocaloid		H__lcvEsjA2RZyKtyQvZkw	H__lcvEsjA2RZyKtyQvZkw	XgA3F87Jmg_hkijk54aGzA	lQsifWFFqcNztgfcxK3TIQ	sQTxclQubyCIfvxSVHYtzg
マネマネサイコトロピック(EXIT TUNES)	かいりきベア	4	9	14	17	vocaloid		SQ67Cjw0fjeEgxCUYoUXWg	SQ67Cjw0fjeEgxCUYoUXWg	Sh0kG7kl629PEU1xu9ckMA	YOG-H3R46jfhBEMkc2B4Rw	Ji7UgpCmjXYhf5eIXqhjxg
夢の空、約束の場所	Illusion Sonic	2	7	11		floor,toho		nUrMfpPxVCPFXaQQgQqbxg	nUrMfpPxVCPFXaQQgQqbxg	FNnqgkczhTQlT_9_XiKMcg	qa2sDYUok9dXuhyTqPz7Dg	
ワヴル魔法図書館	wobble magic library	5	10	15		floor,toho		fLoztZ8gUrRCYLC_PWK5MA	fLoztZ8gUrRCYLC_PWK5MA	4sVz3IrY7S-oye-Ob8LorQ	HfrXnzu9bDGx31WjDV9U0w	
最終鬼畜妹フランドール・S	ビートまりお（COOL&CREATE）	5	12	16	18	toho		BR9w8SJNOlWnEttWXoMH7A	BR9w8SJNOlWnEttWXoMH7A	jVldtiRbbpevEH__J1joSw	9L5WhrNMK184IeeDnLzwAw	nMpAU6IlhMW56HjFnyJXLw
Shiny Up!	C-CLAYS	2	7	12		toho		L6jnOCwGboi-gwnMdFbBzQ	L6jnOCwGboi-gwnMdFbBzQ	6oEbCU_fjxmEKMkKxNZ3YA	9NF-jiKuoOAcYxiJrh0kLg	
Hail Storm	FELT	2	7	12		toho		mPu1r7d-Lpk2Yxpr8PmTsw	mPu1r7d-Lpk2Yxpr8PmTsw	HM0AyOzq_V7qhlmHl7ryGA	l5X87a1JxUpXxSFyFQOc1Q	
INFINITY OVERDRIVE	DecisionS(kanone + nora2r)	5	11	15	17	floor		DqxISic3zR_aL42YjABY2A	DqxISic3zR_aL42YjABY2A	lPYOTDUyHEM31S0ZEqIf0g	MieoyFBQZUIHXDwrJV4H4A	1JYCVroupQNrZd8udZ8S5Q
Crack Traxxxx	Lite Show Magic (t+pazolite vs C-Show)	6	11	16	18	floor		r5tCwXZxiKNwcGwhHaqWTg	r5tCwXZxiKNwcGwhHaqWTg	_pKjM-MaTIOaOxAEYitlYw	G8iGdOsbf3P53I0E2WX6AQ	PaQEEjQA6zGly4U5wivplA
XROSS INFECTION	BlackY vs. Yooh	6	13	17	19	floor		Ju1mbxaVqz6TdFssVK9gtQ	Ju1mbxaVqz6TdFssVK9gtQ	mkeHOgwqYuvLPwaRjUj8fg	YZqHRI49BjAXwr5RDRJPrg	u9Dfz8sqHJnV4k-XNo1wbQ
Double Universe	Hommarju vs P*Light	5	11	16	17	floor		K6WP8lv4GgwKPM1g-Pzz9w	K6WP8lv4GgwKPM1g-Pzz9w	hMgAI58c5Sm7vBRtICeuaQ	BQDEnenKqGi8SJjc4BnwpA	zzkFumgGXHVtJ40bSfoV1w
Dawn of Asia	ginkiha+kamome sano	4	11	15	16	floor		BYjeB9xSongvTute_7aFmg	BYjeB9xSongvTute_7aFmg	p9kIJs0mDyn3UWqCuUtUUw	02litau5AusMvOYQZa1bKg	xUrcWtaeYnCK1mpN5hy25g
8 -eight-	Tom-H@ck feat.Nadia	5	10	16		bemani		CUpmRJzYSNZ6C2xr39UD9w	CUpmRJzYSNZ6C2xr39UD9w	Es9Uf8lX2BYpRY19GQjYFA	e0sME6QnFtGAvZxePSjSgQ	
Over the Starlit sky	MUZIK SERVANT feat.CHERICa	4	9	15		floor,toho		-9aXsp0E0OJe4_HiIrRB4g	-9aXsp0E0OJe4_HiIrRB4g	A4-lhtpdOK8uW5uOH6HkYQ	nUOf00La3kIM1nk-yg29hg	
snow storm -euphoria-	Yooh	5	11	17	19	floor,bemani		P5KH71IJOjtt_4OhJ_e7-A	P5KH71IJOjtt_4OhJ_e7-A	lK7KEsJ6DpGTPzM27xgVsA	7kYSkAsygqn0rP_nRuBLqg	5VKK44gCdWDZFcxemJvDbQ
曾根崎心中(EXIT TUNES)	デッドボールP	4	10	15		vocaloid		cbkAWTQp3hPNsRR6xUceQg	cbkAWTQp3hPNsRR6xUceQg	pQv7CS49c6e14oJjHfkP0g	uY6O6sl33DQuYWpMDbjs2Q	
Darkness Pleasure	Hull feat.℃iel	2	7	12		floor,toho		PSpy0JY0HIHObtRk-3csig	PSpy0JY0HIHObtRk-3csig	OJBE_2rEGx4IHpTCavqkZQ	OW7sDLV-T4Wr6W5hitDUKQ	
DEADLOCK XXX	BlackY	5	11	17		floor,bemani		Fu8JOFnAJ25u6eEKMkV9mA	Fu8JOFnAJ25u6eEKMkV9mA	pd5wg0RN1oBqq-fBt1gibQ	jdg4Dub94b7iBcX6CHtq_w	
魔法少女達の百年祭(masty core remix)	masty	4	10	15		floor,toho		nHNpbAzWkKMU23hgDK3VMw	nHNpbAzWkKMU23hgDK3VMw	gpuaZdhhaH6s48NaScbyVA	eO6LrDW67TOo9KnOF5IvTg	
ユクエシレズ(EXIT TUNES)	こじろー feat.GUMI	3	9	13		vocaloid		2QyIP9HhjkSAxz3Bo3LlAQ	2QyIP9HhjkSAxz3Bo3LlAQ	TMXcy783L9qBJiXs3ZLfYQ	fyuD0QuCdhw1HzeNpWo0tg	
ありふれたせかいせいふく(EXIT TUNES)	ピノキオP	4	9	13		vocaloid		w0qFPwpPNcuKgNBoryntTQ	w0qFPwpPNcuKgNBoryntTQ	FBVzGKon6SsZmIbRUTim9w	o_SDau6jqrqghbh88MWCwg	
ウサテイ	あまね＋ビートまりお（COOL&CREATE）	4	8	15		toho		iBtg2ntYtLnictnBkKP6gQ	iBtg2ntYtLnictnBkKP6gQ	ZZqFvT-rKX1SqIhNmSGOwg	IliEvthbBwhjInmJ5NV3EQ	
Quietus Ray	xi	5	11	17	19	floor		YZa-g2Fq1gQ8g8cYxpxv4A	YZa-g2Fq1gQ8g8cYxpxv4A	gfis0UHdaRCmSgjtFstiUw	B-21Q3-bRutMuzfSKS1S3g	yshPJSQ0x0w8sLJA6gs9eA
Starlight Vision	矢鴇つかさ feat. 三澤秋 (SoundOnline)	2	7	12		toho		SLYgThx0TOUiLY7uew6paQ	SLYgThx0TOUiLY7uew6paQ	_KutBUSjbBm3TdSoWs0WgQ	BsyJvqJS6nIL3LINhuqZrg	
ハローラフター(EXIT TUNES)	Last Note.	4	7	12		vocaloid		hfcXvisutY2Oz3LOkbB6KQ	hfcXvisutY2Oz3LOkbB6KQ	LZkrl8SYP8tIDyLCvJdT7A	7803StG1cBGrYj8ajwP0IA	
VERSUS!!	しけもく	5	10	15		floor,vocaloid		Zcw9LE5DiaUhJbThNiktfg	Zcw9LE5DiaUhJbThNiktfg	9kKNnR81Dw8uZGesuxbTZQ	tW2dQiuvlUWVaDQWz81L5g	
Booths of Fighters	"RoughSketch + DD""ナカタ""Metal"	5	11	17	19	floor		0XEj4pTud_SZlXPUaMAYhw	0XEj4pTud_SZlXPUaMAYhw	r4nehv-YiSWUs7EAw7PK5Q	i7GQwC88a6JSsSsbfnmVOw	G0l9b6VUQlebh6_HaoXDVw
Playing With Fire	kors k	5	10	16		bemani		KGnL3vjNm-fsh-5qYbewig	KGnL3vjNm-fsh-5qYbewig	M3yj_0VcTtfUtBrM44nhQg	kbKUiwfD6_ZhooKU1N-D9w	
愛くるしフール -Not EASY!!-	2ボス如きに負けるかぼちゃではなｙうわー	4	10	15		floor,toho		05vY7aVVG8xBlFsSqosNBg	05vY7aVVG8xBlFsSqosNBg	086hyP3bbBGT1TqrcxBA5A	ZQZ7QMbXHY7V8A_JfCSCtg	
赤より紅い夢 -lucid dream Mix-	くるぶっこちゃん	3	9	13		floor,toho		8tKtZdpGLeW4T7-bOhe97Q	8tKtZdpGLeW4T7-bOhe97Q	Wdp0g2JP1XPMjdG8Oh7VWA	jIvS_1WP4XpmjdE1QBR9tw	
太陽はやめて！ぼくらのスカーレット警察	七条レタスグループ starring ココ	3	8	13		floor,toho		yH3BP1Knfu5YmSXX07uXaA	yH3BP1Knfu5YmSXX07uXaA	88K-1EGDqy5yoUvS3N6EXg	E06t0qwmEplcP3cVWNmYJw	
U.N. Owen was her? (Hyuji Remix)	Hyuji	4	9	13		floor,toho		1Oq1OOH9JVgZe910eioLAw	1Oq1OOH9JVgZe910eioLAw	MnAQkX68Gizq7U5x_EX9-A	YW0qUjsJNOT7zIVGGluuVA	
Lunartic Dial	Shiron	4	10	16		floor,toho		IFWDaTrz9X8rU7vRMvFi4A	IFWDaTrz9X8rU7vRMvFi4A	2gPfiVZIqMTYpZ2i775yug	hoJEeWlEatHLkFdlRZ1HJw	
Voice 2 Voice	MAD CHILD	4	10	15		floor		G6NWX2l7s5FDvsjYR1STxQ	G6NWX2l7s5FDvsjYR1STxQ	FZedVkhp4NL5CHxzPOg4bg	7fHjjY-uoQ2mYTds4U5odQ	
Smile	Hommarju feat. 実谷なな	3	7	12		floor		Vmbk6UAwap9mC5orQdfXhw	Vmbk6UAwap9mC5orQdfXhw	SEqW0T2k0eqMIOLQCk3EKw	TYSMgC_dRI4xvvS68a72bg	
Daily Lunch Special ～DeliciousREMIX～	提供	5	10	15		floor,bemani		hM-bjurLVcOfOEE54SKBCA	hM-bjurLVcOfOEE54SKBCA	HAmT2Uie0c6sj7F3HylLJg	2cQEwZcOD4IV6CSTGvaykQ	
デストロイマーチ	桜華	4	11	16		floor,vocaloid		8CbTZgGXLbWIASY-k1liwQ	8CbTZgGXLbWIASY-k1liwQ	w7QTRGh1VBzS6V_amEVhGg	4LpJjjMKlsw_o_1-7Tpu0g	
Unicorn tail Dustboxxxx RMX	Dustboxxxx	5	10	16	18	floor,bemani		5eXvq70UwhxU-_qrRsB14g	5eXvq70UwhxU-_qrRsB14g	W_z4IHK4ejgM_mnw-ZDuCg	BhG0sYU3E-Tp6eDu8YMNAQ	kCmbmqT5KpSL4xxnrCFrSQ
恋はどう？モロ◎波動OK☆方程式!!	あべにゅうぷろじぇくと feat.佐倉紗織 produced by ave;new	3	9	15		bemani		WGTdLZiAmUhxeasMmh3T4Q	WGTdLZiAmUhxeasMmh3T4Q	3WOtmoZNxUzajD-07MUS-Q	Vp1cNuztVyA1d0mnyekN7Q	
Venona	DOUBLE HELIX【たちのん&零-zero-】	3	10	15		floor,toho		qSiarGNO7fxUjybSczRlCg	qSiarGNO7fxUjybSczRlCg	ztJv_8x4vCWpRCBfiC71tA	5tveqBeCfJb-KmK5ZXTHWw	
Silver Impact	Arch	4	8	13		floor,toho		wsZEx3csTta3_wbkulH3xw	wsZEx3csTta3_wbkulH3xw	evaR6-Rsz7N9yjeZmabX3A	xgpjJT0pP2KbrQNMvqSl1g	
Cirno Break	さわわ	5	10	16		floor,toho		TYvX_5jJVpw5-oib1B4jTg	TYvX_5jJVpw5-oib1B4jTg	uCqS0l5N1I-HzIaaEKTn7w	DSM-0CQb3hN83efYhDVHbw	
#Fairy_dancing_in_lake	uno(IOSYS)	3	11	16	18	floor,toho		gGUEQBBpHiIQPKqMB_uTsQ	gGUEQBBpHiIQPKqMB_uTsQ	G_kDzGPvWgixtTIC8_OSwA	E-7sfC7ganUd-nyoV26qLg	VkAylALcA0--sDqp6-N4FA
モモンが門番ばんっ☆	ねこみりん feat.みゆ	5	9	15		floor,toho		zNADGEDzgUPwSl11vFJxkQ	zNADGEDzgUPwSl11vFJxkQ	hE0DydZ7BXNSmC5EnyFHCA	ftbuYX2pH0Z9coJp5Bkchw	
U.N.オーエンは彼女なのか？(TO-HOlic mix)	C-Show	5	11	16		floor,toho		kqpRNxuL14JH9dMJBRe9_w	kqpRNxuL14JH9dMJBRe9_w	6OlDoV0bdjKZJQtYvoQ85g	WmNkNuxaVISzqV0vMYhffQ	
音楽 -resolve-	Yu_Asahina	6	11	17	19	floor,bemani		9Cu3B1MSsNT9TJdjL40R-w	9Cu3B1MSsNT9TJdjL40R-w	XFgWf30OCJECTS4sYifJJw	957hbDqjzCEbiDG4ys_1mA	qbwIY7oPR0pWjY6hlvi6cQ
少年は空を辿る Prog Piano Remix	とろまる	5	9	16	17	floor,bemani		e7ke6g1ccREnWmmsdsll0w	e7ke6g1ccREnWmmsdsll0w	cgax6Gs9BL3d7nS0-v5kkw	SB5cWVoyfBvgkRQuZXrmrw	YOBY6aeqqRXL7OBfla7aNw
獣性オーバーフロウ	PROCYON KNIGHTS PROJECT	3	10	15		floor		_WOdWGb736l3M-BYo5GTDQ	_WOdWGb736l3M-BYo5GTDQ	5OOWydJZ-A0I2PdVR4_qmA	FYW50gvDCVf6b1Ba-sm0fg	
HAPPY HEART BEAT	ヒゲドライバー	4	8	14		floor		0XtjzZTPISWNZYWknTon4g	0XtjzZTPISWNZYWknTon4g	biiFPB_REiXr4UauK1OylA	L5V0bM7D9pI203XYdww8NQ	
華陽炎-Hana Kagerou-	源屋 feat.Kuroa*	3	10	14		floor		Hxecbg5-IQILvrGW7w5OYA	Hxecbg5-IQILvrGW7w5OYA	CiAXmcoM3IiNRMfl2CN2RQ	tweZB7XMP2mIafArnAkfBw	
BabeL ～Next Story～	Power Of Nature	5	10	17		bemani		4-H7YFCc20FO8RULfIMfgQ	4-H7YFCc20FO8RULfIMfgQ	4vJSTDc-Zvilu2I1F2Vi3w	kzZ2_2K-rYUR_CYGNr7GIQ	
いーあるふぁんくらぶ(EXIT TUNES)	みきとP	3	7	13	16	vocaloid		1XMjGTza7JTZ2VGH5CrhPw	1XMjGTza7JTZ2VGH5CrhPw	2HArb5Qjkun6movvqFTDfg	3mah9mDJkEKBTYbOa-Fc7A	oZUhe7ZAM6UKu0CNweCjMg
え？あぁ、そう。(EXIT TUNES)	蝶々P	4	9	12		vocaloid		uS3ss6rqywxJ9A_-4iGjZw	uS3ss6rqywxJ9A_-4iGjZw	830aHymp3cDtaWj4y2GtGg	V_kANhymWZSEhrcVQa-7dg	
OVERDRIVERS	P*Light feat. mow*2	4	10	14		floor		d5b6ruQ9KowCR7jfnhqAOQ	d5b6ruQ9KowCR7jfnhqAOQ	4KBMvUxDKdHuZmIVMdS_Fg	n7vGI246Nqak_yCIHPBeKA	
GEROL	Hommarju	5	11	16		floor		SMXPIom3_rH-P2-YhQPcyw	SMXPIom3_rH-P2-YhQPcyw	jGDO5GjvRc4u4xd6RxhtBQ	GDJjgWou1lVvDdvcZqJHTg	
Sakura Reflection 音頭 -盆踊Remix-	源屋	4	9	13		floor,bemani		f3IoZ4csN7qn-sujgov7ng	f3IoZ4csN7qn-sujgov7ng	6yL92XPRCXkMWtUkvfG4cA	id6NWHQ62Jvhcs4Gm5zy1w	
Survival Games (Hommarju Remix)	Hommarju	3	9	13		floor,bemani		90xXyHfrVbb4EcnfOhcEcA	90xXyHfrVbb4EcnfOhcEcA	0qTuzikb5o70OYpu0yEAdg	KNYZpcNEYvYFBFsG--FOOQ	
サヨナラデイズ	七誌	2	9	12		floor		DVyZfo6GcmDIto1_mvXSjg	DVyZfo6GcmDIto1_mvXSjg	UOoS8Sn_3uu_9XZpcpmAmg	jzGtxgFrfiedwsc1-f8LNg	
Joyeuse	ke-ji	4	10	17	18	floor		PZ4gRNTEvMYPHGFk3U5RUQ	PZ4gRNTEvMYPHGFk3U5RUQ	3FvzV_T71uutEuwGyyDMog	BpTQu-V4aV3chLCuO0hzQg	GLQvi-m0lxpFMf5mSczrDQ
HΨ=世界創造=EΨ(EXIT TUNES)	黒猫アンティーク feat.IA,GUMI	3	7	12		vocaloid		OvGJAyoUuds8RwsxN-MLAA	OvGJAyoUuds8RwsxN-MLAA	wCOFj_nQg9kUxMAzKlQT3g	6kHwmJvlHOY-wqD3mvCfLA	
つぶやき魔法少女りむる	DJ SHARPNEL feat. みらい	5	10	16		sdvx		AYKKV6NnDGZYGiODAO4nrA	AYKKV6NnDGZYGiODAO4nrA	2hDn_gooHh6YVsryG_MvRA	IB1zkhTXlktqGTFKFH8fXQ	
トリノコシティ(EXIT TUNES)	40mP	2	7	12		vocaloid		qG3OVHkzkACM8u55LneuYA	qG3OVHkzkACM8u55LneuYA	OT5z12nu5Nomv_aW1FDABQ	yWeKdg1X0aL_fGV2eVc2GQ	
ネトゲ廃人シュプレヒコール(EXIT TUNES)	さつき が てんこもり	3	9	14	17	vocaloid		IuRs-VT5gw4280HoV97gyg	IuRs-VT5gw4280HoV97gyg	tVASilGA51jWZ85RNG9o4Q	fKwfabKGd_SsGVursrTV_g	Q-TdDRBF7_CyWQtkNSPwCg
HAELEQUIN	orangentle / Yu_Asahina	5	11	17		floor		6Jc8f8IwM7qCuVcgeW_Hfg	6Jc8f8IwM7qCuVcgeW_Hfg	aW2ULQRJI9ondwBZ1tdWjQ	MZIjPneoauKbgDzEQrpBsw	
迷妄少年と小世界(EXIT TUNES)	164 feat. GUMI	3	8	13		vocaloid		-z74YcrA0rYQJSlLVSCd0A	-z74YcrA0rYQJSlLVSCd0A	ats-XPXnIHvXKmx25dkHzA	PuDzAZZP8ZoI3Qld7M4RnA	
殯	かねこちはる	3	7	13		floor		YfCoRfWUEw79O34639SDKA	YfCoRfWUEw79O34639SDKA	yVRZJugGc-ot2Rc5kB6oEQ	F1ENvWGykwcusV5Slx8caA	
悪いところがひとつもない！	臨界モスキー党	3	9	14		floor		g7hoBBnZYriGzsKWYh1-Tg	g7hoBBnZYriGzsKWYh1-Tg	ODQbR_F3LvMBrQtduCpd-A	vprlwNJKxDB06wdFPsonEA	
アルストロメリア KURO-HACO Remix	kuroburger	4	10	15		floor,bemani		bCV0uRiw28nj_ff75QSqXQ	bCV0uRiw28nj_ff75QSqXQ	njsSVrK8sQoa9iCXF-viRA	x4tqk8uiEEVo3JhRKvXazw	
C18H27NO3	Team Grimoire	6	10	16	18	floor		qLYResBah85hifYGO5ry-A	qLYResBah85hifYGO5ry-A	UmpOTUkbVCgWCNYOnLlCfA	j69zabguSoRtCBufNaF8zQ	nMPQAMnyQODwmaXUWf2lHg
カラルの月 Verdammt Remix	Verdammt	3	7	12		floor,bemani		Xe64ku22nQ4XIrmitRvC-w	Xe64ku22nQ4XIrmitRvC-w	SxojyqEp3t-QczFycrtW6g	wUiDbBGf52MpQQT51GSVPA	
隅田川夏恋歌 (I/O Angel mix)	Daisuke Ohnuma(大福P)	3	8	12		floor,bemani,vocaloid		womiKsqp8vbGYHa2F9XFZw	womiKsqp8vbGYHa2F9XFZw	76-BDeu2L4ffdy4TDiHnBg	XaabF3rE5wi-_1Xtr8t-6g	
Bad ∞ End ∞ Night(EXIT TUNES)	ひとしずく×やま△	3	8	13		vocaloid		0de3DXJt3MTaaPeew4KDSQ	0de3DXJt3MTaaPeew4KDSQ	xlIaPd_KSUCgjJn5ODiOgQ	dbN-iEkjvZatCSS2BMxAaQ	
ラクガキスト(EXIT TUNES)	cosMo＠暴走P feat.GUMI	5	10	16	19	vocaloid		km2KaXbkaa0CRHWuRDBF7A	km2KaXbkaa0CRHWuRDBF7A	NTJUWuJ-EXT2VjMz_OVswA	cYiYmwLwUjRq0fLh-6XFZQ	0xzeibTVKP0uEJnG_M8rTA
Lieselotte	wa.	4	8	15	18	floor		1c12oRkW-kKqj2rkzr0JIg	1c12oRkW-kKqj2rkzr0JIg	PvQ9Zuu7YqvWbWB5jSiZoA	PWXpEiTHQ67xlunM82nCUw	5rS8H2k9AdCB67d7Rj52xQ
ロストワンの号哭(EXIT TUNES)	Neru	3	8	13	16	vocaloid		fbl_-6tMbO0MiNjHlMs-Fw	fbl_-6tMbO0MiNjHlMs-Fw	MIucSWEKFJzfuaocqaUJ7g	FtPhfXY-P0EoCFjT06QDnA	nxZHGyb2_gPmKetOFTJ6LQ
